gravity,Ga_dep_cell_R1,Ga_dep_floc100um_R1,Lambda_g_floc100um_R1,Lambda_g_floc183um_R1,Sigma_g_floc183um_R1
Earth,1.335760285775954,596.1469636232974,0.46446795743786046,1.5554567426636512,0.10073760507873629
Mars,0.5051652049162882,225.45415239984032,0.17565505831747835,0.5882512247994033,0.03809750406137733
Moon,0.2205842673758456,98.44628757081978,0.07670113058606871,0.25686441621968553,0.01663556781116746
